Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Application type (product.metafields.shopify.application-type),Body area (product.metafields.shopify.body-area),Caffeine content (product.metafields.shopify.caffeine-content),Cleanser type (product.metafields.shopify.cleanser-type),Color (product.metafields.shopify.color-pattern),Conditioner effect (product.metafields.shopify.conditioner-effect),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Coverage level (product.metafields.shopify.coverage-level),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary supplements (product.metafields.shopify.dietary-supplements),Dietary use (product.metafields.shopify.dietary-use),Digestive supplement type (product.metafields.shopify.digestive-supplement-type),Dispenser type (product.metafields.shopify.dispenser-type),Exfoliation method (product.metafields.shopify.exfoliation-method),Face area (product.metafields.shopify.face-area),Flavor (product.metafields.shopify.flavor),Food supplement form (product.metafields.shopify.food-supplement-form),Fragrance (product.metafields.shopify.fragrance),Fragrance level (product.metafields.shopify.fragrance-level),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair treatment effect (product.metafields.shopify.hair-treatment-effect),Ingredient origin (product.metafields.shopify.ingredient-origin),Ingredients (product.metafields.shopify.ingredients),Lip makeup opacity (product.metafields.shopify.lip-makeup-opacity),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),PA rating (product.metafields.shopify.pa-rating),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Rinse requirement (product.metafields.shopify.rinse-requirement),Route of administration (product.metafields.shopify.route-of-administration),Shape (product.metafields.shopify.shape),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),SPF level (product.metafields.shopify.spf-level),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Supplement health focus (product.metafields.shopify.supplement-health-focus),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / BH Retail,Price / BH Retail,Compare At Price / BH Retail,Included / Zone 1 - GCC,Price / Zone 1 - GCC,Compare At Price / Zone 1 - GCC,Included / Zone 2,Price / Zone 2,Compare At Price / Zone 2,Included / Zone 3,Price / Zone 3,Compare At Price / Zone 3,Included / Zone 4,Price / Zone 4,Compare At Price / Zone 4,Included / Zone 5,Price / Zone 5,Compare At Price / Zone 5,Included / Zone 8,Price / Zone 8,Compare At Price / Zone 8,Included / zone 6,Price / zone 6,Compare At Price / zone 6,Included / zone 7,Price / zone 7,Compare At Price / zone 7,Status
9-in-1-miracle-serum,9 in 1 Miracle Serum,"<p>Hikaru Skin 9 in 1 Miracle Serum is a multi-correctional serum formulated with Niacinamide, Tranexamic Acid, Alpha Arbutin, Salicylic Acid, Hyaluronic Acid, Centella Asiatica, Snail Mucin, Aloe Vera, and Bee Venom. The lightweight formula helps address multiple skin concerns while keeping the skin hydrated, smooth, and refreshed.</p>
<p>Perfect for those looking for an all-in-one serum to support brighter, clearer, and healthier-looking skin.</p>
<h3>Key Benefits</h3>
<p>• Helps improve the appearance of uneven skin tone<br>• Helps refine the look of pores and skin texture<br>• Provides hydration and moisture retention<br>• Supports smoother and healthier-looking skin<br>• Lightweight serum texture</p>
<h3>Key Ingredients</h3>
<p>• Niacinamide (5%) – helps improve the appearance of uneven skin tone<br>• Tranexamic Acid (2%) – helps target pigmentation concerns<br>• Alpha Arbutin (1%) – brightening care<br>• Salicylic Acid (0.5%) – helps refine pores and skin texture<br>• Hyaluronic Acid – hydration support<br>• Centella Asiatica – soothing care<br>• Snail Mucin – moisture and skin conditioning<br>• Aloe Vera – soothing hydration<br>• Bee Venom – skin conditioning care</p>
<h3>Size</h3>
<p>30ml</p>
<h3>How to Use</h3>
<p>Apply 2–3 drops to clean skin after cleansing and toning. Gently pat until absorbed and follow with moisturizer. Use sunscreen during the day.</p>",Beauty & U Hikari Skin Essentials,Uncategorized,Serum,"Acne, All Skin Types, Beauty & U Hikari Skin Essentials, Brightening, Congested Pores, Dehydration, Enlarged Pores, Philippines, Pigmentation, Serum, Skin Care, Uneven Skin",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/2025dd4c-0f27-4b69-8323-7b441dbb8cfe.png?v=1781795306,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
niacinamide-tawas-cream,Niacinamide Tawas Cream,"<p>The Original Niacinamide Tawas Cream is a deodorizing body cream formulated with Niacinamide and Tawas (Potassium Alum) to help keep underarms feeling fresh while helping improve the appearance of uneven skin tone. The lightweight cream provides long-lasting odor protection and features a cooling effect for added comfort.</p>
<p>Perfect for those looking for daily underarm care with brightening and deodorizing benefits.</p>
<h3>Key Benefits</h3>
<p>• Helps control body odor for up to 24 hours<br>• Helps improve the appearance of uneven skin tone<br>• Cooling effect for added comfort<br>• Lightweight cream texture</p>
<h3>Key Ingredients</h3>
<p>• Niacinamide – helps improve the appearance of uneven skin tone<br>• Tawas (Potassium Alum) – deodorizing care<br>• Cooling Complex – refreshing sensation</p>
<h3>Size</h3>
<p>50g</p>
<h3>How to Use</h3>
<p>Apply a small amount to clean and dry underarms or desired areas. Allow the product to absorb before dressing. Use daily for best results.</p>",The Original,Health & Beauty > Personal Care > Deodorants & Anti-Perspirant > Anti-Perspirant,Body Cream,"All Skin Types, Body Care, Body Dullness, Body Pigmentation, Brightening, Cream, Philippines, The Original",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/baaf2315-acbc-4e7d-b460-500f60d8e210.png?v=1781795162,1,"",false,,,543599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
himalayan-pink-salt-anti-acne-itch-relief-soap,Himalayan Pink Salt Anti-Acne & Itch Relief Soap,"<p>Bonita Himalayan Pink Salt Anti-Acne &amp; Itch Relief Soap is an exfoliating soap bar for the face and body formulated with Himalayan Pink Salt and Tranexamic Acid. The cleansing formula helps remove impurities while leaving the skin feeling clean, refreshed, and comfortable.</p>
<p>Perfect for those looking for an exfoliating soap suitable for acne-prone and uneven-looking skin.</p>
<h3>Key Benefits</h3>
<p>• Helps cleanse and refresh the skin<br>• Gently exfoliates for smoother-looking skin<br>• Helps improve the appearance of uneven skin tone<br>• Suitable for face and body use</p>
<h3>Key Ingredients</h3>
<p>• Himalayan Pink Salt – exfoliating and cleansing care<br>• Tranexamic Acid – helps improve the appearance of uneven skin tone</p>
<h3>Size</h3>
<p>80g</p>
<h3>How to Use</h3>
<p>Lather the soap with water and gently massage onto the face or body. Rinse thoroughly and follow with moisturizer. Use daily as needed.</p>",BONITA,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Soap,"Acne, Body Care, BONITA, Brightening, Dry Skin, Philippines, Pigmentation, Sensitive, Soap",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/beb0a739-e0b8-409c-959e-e2152623831d.png?v=1781794422,1,"",false,,,2503,,,,,,,,,,,,,adults,,,,face; full-body,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,paraben-free; sulfate-free; cruelty-free,solid,,,rectangular,cleansing; exfoliating; smoothing; anti-acne; calming; soothing; moisturizing; uneven-skin-tone; purifying,,,,,sensitive; dry,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
premium-kojic-papaya-intense-whitening-soap,Premium Kojic + Papaya Intense Whitening Soap,"<p>Her Choice PH Premium Kojic + Papaya Intense Whitening Soap is a cleansing soap formulated with Kojic Acid and Papaya Extract to help improve the appearance of uneven skin tone while effectively cleansing the skin. The rich lather helps leave the skin feeling clean, refreshed, and smooth after every wash.</p>
<p>Perfect for those looking for a brightening cleansing soap for daily use.</p>
<h3>Key Benefits</h3>
<p>• Helps improve the appearance of uneven skin tone<br>• Gently cleanses the skin<br>• Leaves skin feeling refreshed and smooth<br>• Suitable for daily use</p>
<h3>Key Ingredients</h3>
<p>• Kojic Acid – helps improve the appearance of uneven skin tone<br>• Papaya Extract – helps promote smoother-looking skin</p>
<h3>Size</h3>
<p>1 Bar</p>
<h3>How to Use</h3>
<p>Lather the soap with water and gently massage onto the skin. Rinse thoroughly and follow with moisturizer. Use daily as needed.</p>",Her Choice Ph,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Soap,"All Skin Types, Body Care, Brightening, Darkness of Skin, Her Choice Ph, Philippines, Pigmentation, Soap",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/f4c4e447-982e-4384-bd97-6e3d66f39254.png?v=1781794149,1,"",false,,,2503,,,,,,,,,,,,,adults,,,,full-body; face,,,white,,water,,,,,,,,,,,,,,,,,,,,surfactants,,,,,,,pouch,,solid,,,rectangular,cleansing; brightening; smoothing,,,,,all-skin-types,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
white-secret-renewal-serum,White Secret Renewal Serum,"<p>Her Choice PH White Secret Renewal Serum is formulated to help improve the appearance of rough and uneven-looking skin. The lightweight serum is designed for targeted application on commonly neglected areas such as elbows, knees, nape, and scars.</p>
<p>Perfect for those looking for a targeted brightening serum for rough and uneven-looking body areas.</p>
<h3>Key Benefits</h3>
<p>• Helps improve the appearance of uneven skin tone<br>• Suitable for rough-looking areas<br>• Lightweight serum texture<br>• Easy targeted application</p>
<h3>Key Ingredients</h3>
<p>• Brightening Complex – helps improve the appearance of uneven skin tone<br>• Moisturizing Agents – help maintain skin hydration</p>
<h3>Size</h3>
<p>50ml</p>
<h3>How to Use</h3>
<p>Apply a small amount to the desired area and gently massage until fully absorbed. Use consistently as part of your daily skincare routine.</p>",Her Choice Ph,Health & Beauty > Personal Care > Cosmetics > Skin Care > Body Oil,Serum,"All Skin Types, Brightening, Her Choice Ph, Philippines, Pigmentation, Serum, Skin Care, Uneven Skin",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/9c4da7db-4755-4e03-b6f7-b1d104e70830.png?v=1781794029,1,"",false,,,6104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
hope-glow-crystal-honeydew,Hope Glow Crystal Honeydew (8 Sachets),"<p>Luna Aura Hope Glow Crystal is a honeydew-flavored supplement drink formulated with Green Tea, Dandelion, L-Carnitine, S-Acetyl Glutathione, and Hydrolyzed Marine Collagen. The convenient sachet format makes it easy to enjoy as part of your daily wellness routine.</p>
<p>Perfect for those looking for a refreshing supplement drink with beauty and wellness ingredients.</p>
<h3>Key Benefits</h3>
<p>• Contains S-Acetyl Glutathione<br>• Formulated with Hydrolyzed Marine Collagen<br>• Contains Green Tea and Dandelion<br>• Convenient individual sachets</p>
<h3>Key Ingredients</h3>
<p>• S-Acetyl Glutathione – antioxidant ingredient<br>• Hydrolyzed Marine Collagen – collagen source<br>• Green Tea – plant-based extract<br>• Dandelion – botanical ingredient<br>• L-Carnitine – amino acid derivative</p>
<h3>Size</h3>
<p>18g × 8 Sachets</p>
<h3>How to Use</h3>
<p>Mix one sachet with water and stir well until fully dissolved. Consume as directed on the product packaging.</p>",Luna Aura,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Amino Acids,Beauty Supplement,"Antioxidant, Beauty Supplements, Luna Aura, Philippines, Skin Nourishment, Well Being",true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,4.950,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/4a5958fb-0b54-42fb-981a-5f255019216f.png?v=1781793023,1,"",false,,,525,,,,,,,,,,,,,adults,,,,,,,,,,,,,green-tea; collagen; l-carnitine,,collagen; l-carnitine,,,,,,,,,,,,,,,,,,,,,,,,,oral,,,,,,,,skin-health; energy-and-metabolism,,,,,,,,g,,2.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
lacto-fit-diet-probiotics,Lacto-Fit Diet Probiotics,"<p>Lacto-Fit Diet is a probiotic supplement formulated with probiotics, zinc, and Garcinia Cambogia Extract. The convenient stick-type powder format is designed for daily consumption and helps support digestive health as part of a balanced lifestyle.</p>
<p>Perfect for those looking for a probiotic supplement to complement their wellness and weight management routine.</p>
<h3>Key Benefits</h3>
<p>• Contains probiotics for digestive support<br>• Formulated with Garcinia Cambogia Extract<br>• Contains zinc<br>• Convenient stick-type powder format</p>
<h3>Key Ingredients</h3>
<p>• Probiotics – supports digestive health<br>• Garcinia Cambogia Extract – botanical ingredient<br>• Zinc – supports normal immune function</p>
<h3>Size</h3>
<p>2g × 60 Sticks (120g)</p>
<h3>How to Use</h3>
<p>Consume one stick daily directly or as directed on the product packaging.</p>",Lacto-Fit,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Digestive Supplements > Probiotics,Beauty Supplement,"Beauty Supplements, Digestive, Lacto-Fit, Slimming, South Korea, Well Being",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/955e4dd8-4efb-4dd5-b7d1-c56beaa9a92f.png?v=1781792823,1,"",false,,,525,,,,,,,,,,,,,adults,,,,,,,,,,,,,,,probiotics; zinc,weight-loss; balanced-nutrition,probiotic,,,,,,,,,,,,,,,,,,,,,,,oral,,,,,,,,digestive-health; immune-support,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
lacto-fit-gold-probiotics,Lacto-Fit Gold Probiotics,"<p>Lacto-Fit Gold is a probiotic supplement formulated with beneficial probiotics and zinc to support daily digestive health and overall wellness. The convenient stick-type powder format makes it easy to consume at home or on the go.</p>
<p>Perfect for those looking to support their digestive system with a daily probiotic supplement.</p>
<h3>Key Benefits</h3>
<p>• Contains probiotics for digestive support<br>• Formulated with zinc<br>• Convenient stick-type powder format<br>• Easy daily consumption</p>
<h3>Key Ingredients</h3>
<p>• Probiotics – supports digestive health<br>• Zinc – supports normal immune function</p>
<h3>Size</h3>
<p>2g × 50 Sticks (100g)</p>
<h3>How to Use</h3>
<p>Consume one stick daily directly or as directed on the product packaging.</p>",Lacto-Fit,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Digestive Supplements > Probiotics,Beauty Supplement,"Beauty Supplements, Digestive, Immune Booster, Lacto-Fit, South Korea, Well Being",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/c4ff75dd-c729-4019-8326-cfe2d7545995.png?v=1781792627,1,"",false,,,525,,,,,,,,,,,,,adults,milk,,,,,,,,,,,,zinc,,probiotics; zinc,balanced-nutrition,probiotic,,,,,,,,,,,,,,,,,,,,,,,oral,,,,,,,,digestive-health; immune-support,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
slay-fiber-blend-honey-lemon,Fiber Blend+ Honey Lemon (10 Sachets),"<p>RyxSkin Slay Fiber Blend+ Honey Lemon is a dietary supplement drink formulated with fiber in a refreshing honey lemon flavor. This powdered juice mix comes in convenient sachets for easy daily consumption and is designed to complement your wellness routine.</p>
<p>Perfect for those looking for a convenient fiber supplement drink.</p>
<h3>Key Benefits</h3>
<p>• Contains dietary fiber<br>• Convenient individual sachets<br>• Refreshing honey lemon flavor<br>• Easy daily consumption</p>
<h3>Key Ingredients</h3>
<p>• Dietary Fiber – supports daily fiber intake<br>• Honey Lemon Flavor – refreshing taste</p>
<h3>Size</h3>
<p>20g × 10 Sachets (200g)</p>
<h3>How to Use</h3>
<p>Mix one sachet with water and stir well until fully dissolved. Consume as directed on the product packaging.</p>",ryx skin sincerity,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Digestive Supplements > Prebiotics & Fiber,Beauty Supplement,"Beauty Supplements, Digestive, Philippines, ryx skin sincerity, Well Being",true,Title,Default Title,,,,,,,,,500.0,shopify,5,deny,manual,5.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/5f07345e-248f-45e1-aaa7-f4062526e426.png?v=1781792457,1,"",false,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
cookie-butter-latte-dtx,Cookie Butter Latte DTX (8 Sachets),"<p>Hope Glow Cookie Butter Latte DTX is a dietary supplement drink formulated with coffee extracts, fiber, prebiotics, probiotics, kombucha, green tea, ginger root, and L-Carnitine. This cookie butter-flavored beverage is sweetened with stevia and comes in convenient individual sachets for daily consumption.</p>
<p>Perfect for those looking for a convenient supplement drink to complement their wellness routine.</p>
<p><strong>Key Benefits</strong></p>
<p>• Convenient individual sachets<br>• Contains prebiotics and probiotics<br>• Formulated with fiber and kombucha<br>• Sweetened with stevia</p>
<p><strong>Key Ingredients</strong></p>
<p>• Arabica Coffee – coffee-based ingredient<br>• Green Coffee – coffee extract ingredient<br>• Fiber – dietary fiber source<br>• Prebiotics &amp; Probiotics – digestive support ingredients<br>• Kombucha – fermented tea ingredient<br>• Green Tea – plant-based extract<br>• Ginger Root – botanical ingredient<br>• L-Carnitine – amino acid derivative</p>
<p><strong>Size</strong></p>
<p>8 Sachets</p>
<p><strong>How to Use</strong></p>
<p>Mix one sachet with water according to the product instructions and consume as directed.<strong></strong></p>",Luna Aura,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Digestive Supplements,Beauty Supplement,"Beauty Supplements, Digestive, Luna Aura, Philippines, Skin Nourishment, Well Being",true,Title,Default Title,,,,,,,,,500.0,shopify,1,deny,manual,5.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/5a66dfb2-ee65-42ef-99de-408be1bb805d.png?v=1781792248,1,"",false,,,525,,,,,,,,,,,,,adults,,,,,,,,,,,,,green-tea; ginger; l-carnitine,sugar-free,probiotics; fiber,balanced-nutrition,probiotic,,,,,,,,,,,,,,,,,,,,,,,oral,,,,,,,,digestive-health,,,,,,,,g,,3.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
madeca-cream-time-reverse,Madeca Cream Time Reverse 50ml,"<p>Centellian24 Madeca Cream Time Reverse is a moisturizing cream formulated with Centellian24's TECA technology and Centella Asiatica-derived ingredients. The rich yet comfortable formula helps nourish the skin while supporting a healthier-looking complexion and maintaining skin hydration.</p>
<p>Designed for daily use, this cream helps improve the appearance of dry and tired-looking skin while providing long-lasting moisture and care.</p>
<p>Perfect for those looking for a nourishing moisturizer with Centella Asiatica-based care.</p>
<p><strong>Key Benefits</strong></p>
<p>• Helps moisturize and nourish the skin<br>• Supports a healthier-looking complexion<br>• Helps maintain skin hydration<br>• Suitable for daily skincare routines</p>
<p><strong>Key Ingredients</strong></p>
<p>• TECA (Centella Asiatica Extract) – soothing and skin-conditioning care<br>• Centella Asiatica Derivatives – helps support skin comfort<br>• Moisturizing Complex – helps maintain hydration</p>
<p><strong>Size</strong></p>
<p>50ml</p>
<p><strong>How to Use</strong></p>
<p>Apply an appropriate amount to the face as the final step of your skincare routine. Gently pat until fully absorbed.</p>",Centellian24,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Cream,"Aging and Wrinkles, All Skin Types, Centellian24, Cream, Dehydration, Sensitive, Skin Care, South Korea",true,Title,Default Title,,,,,,,,,400.0,shopify,8,deny,manual,8.500,,true,true,,,,,'8806109101257,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-6400.webp?v=1781858336,1,"",false,,,2592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,6.500,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
gluta-glow-lyco-blink,Gluta Glow Lyco Blink (30 Sachets),"<p>Jennie Moon Gluta Glow Lyco Blink is a dietary supplement drink formulated with Liposomal Glutathione, Lycopene, Coenzyme Q10, and Alpha Lipoic Acid. This convenient powdered supplement is designed for daily consumption and comes in individual sachets with a mixed berry flavor and no added sugar.</p>
<p>Perfect for those looking for a convenient daily antioxidant supplement.</p>
<p><strong>Key Benefits</strong></p>
<p>• Contains Liposomal Glutathione<br>• Provides antioxidant support<br>• Convenient individual sachets<br>• No added sugar</p>
<p><strong>Key Ingredients</strong></p>
<p>• Liposomal Glutathione – antioxidant support<br>• Lycopene – antioxidant care<br>• Coenzyme Q10 – supports daily wellness<br>• Alpha Lipoic Acid – antioxidant ingredient</p>
<p><strong>Size</strong></p>
<p>300g (10g × 30 Sachets)</p>
<p><strong>How to Use</strong></p>
<p>Mix 1 sachet with water and stir well until dissolved. Consume once daily.</p>",Jennie Moon,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Amino Acids > Single Amino Acid Supplements,Beauty Supplement,"All Skin Types, Antioxidant, Beauty Supplements, Glutathione, Jennie Moon Skincare",true,Title,Default Title,,,,,,,,,600.0,shopify,1,deny,manual,6.500,8.000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/1735906f-2ed0-4f53-9aef-b7ecc1d4294f.png?v=1781791045,1,"",false,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.500,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
centella-soothing-cream-75ml-copy,Centella Soothing Cream 75ml,"<p>SKIN1004 Centella Soothing Cream is a soothing cream that contains three actual lipid components (Ceramide, Fatty Acid, Cholesterol) of the epidermis layer to help repair the skin barrier. Moreover, it contains Centella Asiatica Extract that soothes and replenishes skin hydration level.</p>
<p><strong>Great For</strong><br>Skin Types: All skin types<br>Skin Concerns: Dehydrated, Fine Lines, Darkness of Skin, Congested Pores, Uneven Skin</p>
<p><strong>How to Use</strong><br>Apply appropriate amount on face and pat gently with both palms for absorption. Use it as the last step of skincare routine.</p>
<p><strong>Key Ingredients</strong><br>Centella Asiatica Extract: Soothes and replenishes skin hydration level.<br>3 inter-skin lipid components(Ceramide, Fatty Acid, Cholesterol): _A topical supplement of the 3 elements that are found in the outer layer of the skin.</p>
<p><strong>Full List of Ingredients</strong><br>Centella Asiatica Extract(72%), Glycerin, Propanediol, Dipropylene Glycol, Cyclomethicone, Water, 1,2-Hexanediol, Trehalose, Caprylyl Methicone, C12-14 Pareth-12, Carbomer, Tromethamine, Ammonium Acryloyldimethyltaurate/VP Copolymer, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Xanthan Gum, Mentha Piperita (Peppermint) Leaf Extract, Zingiber Officinale (Ginger) Root Extract, Butylene Glycol, Ethylhexylglycerin, Dipotassium Glycyrrhizate, Tranexamic Acid, Coptis Chinensis Root Extract, Theobroma Cacao (Cocoa) Extract, Dextrin, Leuconostoc/Radish Root Ferment Filtrate, Biosaccharide Gum-1, Disodium EDTA, Sodium Hyaluronate, Beta-Glucan, Ceramide EOP, Ceramide NS, Ceramide NP, Ceramide AP, Phytosphingosine, Hydrogenated Lecithin, Cetearyl Alcohol, Stearic Acid, Cholesterol</p>
<p><strong>Size</strong><br>75 ml / 2.53 fl.oz</p>",SKIN1004,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,Cream,"Aging and Wrinkles, All Skin Types, Congested Pores, Cream, Darkness of Skin, Dehydration, Korean Skincare, SKIN1004, South Korea, Uneven Skin",true,Title,Default Title,,,,,,,,,75.0,shopify,24,deny,manual,7.700,8.800,true,true,,,,,'8809576261134,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/CentellaSoothingCream75ml.webp?v=1711207006,1,"",false,,,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.908,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
